claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
257,25,M,0.0,75,32203,1,1,Rent,85074,8/4/2015,Tuesday,Parking Lot,2,0.0,0,Online,0,4653.153173,3.0,Medium,82404.59158,black,18950.39313,0
258,48,F,1.0,72,38715,1,0,Rent,80020,10/4/2016,Tuesday,Local,0,0.0,76,Broker,1,2635.051395,5.0,Large,31497.50588,gray,32584.73013,0
260,34,F,1.0,78,35257,0,1,Own,20163,4/20/2016,Wednesday,Local,2,0.0,64,Broker,0,6612.770279,8.0,Large,21568.53426,silver,25739.78456,0
261,37,M,1.0,89,36107,0,1,Rent,20103,10/5/2016,Wednesday,Highway,1,1.0,83,Broker,1,2564.3092699999997,5.0,Large,14136.45386,other,33443.971,0
262,38,M,0.0,61,36374,1,1,Own,80018,6/1/2015,Monday,Highway,1,0.0,10,Phone,1,4599.9776950000005,3.0,Compact,11219.44187,gray,12576.6895,0
266,52,M,1.0,84,39509,1,0,Rent,20147,12/13/2015,Sunday,Highway,0,1.0,3,Phone,1,6011.649372,6.0,Medium,22527.25849,blue,12877.42713,0
268,44,F,0.0,81,37841,1,1,Own,20107,9/11/2016,Sunday,Local,1,0.0,0,Phone,1,3411.9352729999996,5.0,Large,44758.48747,red,44783.254310000004,1
271,33,F,1.0,67,34980,1,1,Own,85037,3/27/2016,Sunday,Local,0,0.0,50,Phone,1,7533.21834,3.0,Large,21992.21936,black,24978.47619,0
274,49,F,0.0,79,38931,1,1,Own,20109,9/26/2015,Saturday,Parking Lot,1,0.0,50,Broker,1,8592.558578,6.0,Compact,14693.0375,red,16483.78137,1
275,60,F,1.0,71,40952,1,0,Own,50038,10/23/2015,Friday,Parking Lot,1,0.0,70,Broker,1,4998.742216,6.0,Compact,61685.36327,black,28952.12913,0
277,52,M,1.0,50,39500,1,0,Rent,80031,5/22/2015,Friday,Parking Lot,0,,8,Phone,0,2990.342285,4.0,Medium,19211.60627,blue,26202.708580000002,0
278,65,F,0.0,28,41743,1,0,Rent,15005,3/24/2016,Thursday,Parking Lot,0,1.0,3,Broker,1,3204.851078,4.0,Large,9196.361108,silver,14926.23874,0
279,47,F,1.0,82,38511,1,1,Rent,50009,12/7/2015,Monday,Highway,4,0.0,93,Phone,1,10563.01678,6.0,Large,13428.662180000001,other,15892.887380000002,0
280,40,M,1.0,89,36891,0,0,Rent,20165,8/26/2016,Friday,Local,0,0.0,94,Phone,1,6250.153028,3.0,Medium,16365.914030000002,gray,39092.42649,0
283,38,F,1.0,67,36369,1,0,Rent,80026,2/7/2015,Saturday,Local,0,0.0,50,Broker,1,9063.804962999999,4.0,Compact,22138.37828,gray,47412.80332,0
284,44,F,1.0,67,37833,1,1,Own,15012,1/5/2016,Tuesday,Highway,1,1.0,95,Broker,1,3075.579175,8.0,Medium,22154.90606,red,32911.57387,0
285,52,M,1.0,87,39511,1,0,Rent,50022,12/27/2016,Tuesday,Local,0,0.0,1,Broker,1,1937.791819,7.0,Compact,29189.09873,white,5044.125448,0
287,43,M,1.0,71,37611,1,1,Rent,80012,12/7/2016,Wednesday,Local,1,0.0,50,Phone,1,6650.958686999999,5.0,Medium,18972.583880000002,gray,24648.503569999997,0
288,44,M,0.0,22,37839,0,0,Rent,80025,3/31/2015,Tuesday,Local,1,0.0,50,Phone,0,11151.03374,4.0,Medium,17982.37331,white,14789.272809999999,1
292,33,M,1.0,88,34971,1,0,Rent,85010,1/1/2015,Thursday,Parking Lot,0,0.0,47,Broker,0,2398.934033,3.0,Medium,11090.996720000001,black,25922.991169999998,0
294,37,F,1.0,29,36119,1,0,Rent,50041,6/28/2015,Sunday,Local,1,0.0,1,Phone,0,4734.887193,6.0,Large,26761.510280000002,other,18552.79651,0
295,44,F,1.0,88,37838,1,1,Rent,15025,6/30/2015,Tuesday,Parking Lot,0,0.0,73,Broker,0,2917.494285,4.0,Large,9840.458214,silver,21915.61118,0
296,45,F,1.0,79,38084,1,1,Rent,20115,7/22/2016,Friday,Local,0,0.0,82,Phone,1,3209.0170190000003,4.0,Medium,7548.164118000001,red,35462.550610000006,0
298,45,M,0.0,79,38070,0,1,Own,50044,8/23/2015,Sunday,Highway,0,0.0,49,Broker,1,3840.9005490000004,6.0,Large,25697.49632,red,38291.77575,1
299,41,F,1.0,69,37157,1,0,Rent,50008,4/1/2015,Wednesday,Parking Lot,0,0.0,18,Broker,1,6717.4955709999995,7.0,Large,42376.851689999996,white,11422.32697,0
300,28,M,1.0,91,33301,1,1,Rent,20132,11/13/2015,Friday,Highway,0,0.0,19,Online,0,2642.6717670000003,4.0,Compact,18974.714640000002,red,33214.944339999995,0
301,32,F,1.0,71,34661,0,1,Rent,15060,5/4/2016,Wednesday,Parking Lot,0,0.0,58,Online,0,6907.495274,7.0,Compact,33351.83836,silver,9890.160371,0
302,37,M,1.0,86,36111,1,1,Rent,80020,4/25/2015,Saturday,Parking Lot,2,0.0,97,Broker,1,4671.427922999999,2.0,Large,34739.44764,gray,14240.38272,0
303,22,M,1.0,67,30913,1,0,Rent,15021,1/26/2016,Tuesday,Highway,0,0.0,0,Phone,0,4466.460396,5.0,Medium,11015.747609999999,silver,38589.60187,0
305,22,M,0.0,95,30920,1,1,Rent,15022,11/12/2016,Saturday,Local,0,0.0,91,Online,1,8030.423032,4.0,Compact,36418.858680000005,white,23697.85285,0
306,41,F,1.0,74,37127,0,0,Rent,20111,4/10/2015,Friday,Highway,0,0.0,0,Broker,0,8270.707608,9.0,Large,9657.022189,gray,11697.4505,1
307,58,F,1.0,69,40598,1,1,Own,20120,6/5/2015,Friday,Highway,0,0.0,2,Broker,0,3256.502253,8.0,Large,28175.41166,gray,12866.5444,1
309,64,F,0.0,65,41597,1,1,Rent,85040,3/3/2015,Tuesday,Local,1,0.0,89,Broker,1,4470.358921,6.0,Compact,15644.372430000001,red,21715.5041,0
310,51,M,1.0,84,39321,1,0,Own,50008,12/18/2015,Friday,Highway,2,1.0,50,Phone,1,5308.094035,11.0,Compact,16792.65781,blue,49550.97728,0
311,33,F,1.0,79,34978,0,1,Own,50005,10/13/2016,Thursday,Local,3,0.0,30,Broker,1,3042.668244,10.0,Compact,12513.91085,gray,18471.02271,0
312,49,M,1.0,87,38924,1,0,Own,85074,6/13/2016,Monday,Highway,0,1.0,22,Broker,0,5675.452478,6.0,Medium,61536.89346,white,13662.64009,0
313,68,M,0.0,53,42204,1,1,Own,20136,3/6/2016,Sunday,Local,1,0.0,35,Broker,1,11359.77073,8.0,Medium,6999.098886,blue,12324.31485,1
315,51,M,1.0,73,39310,1,0,Rent,85068,12/22/2016,Thursday,Parking Lot,0,0.0,96,Phone,1,4194.826414,5.0,Medium,22074.42494,blue,42877.13683,0
316,50,M,1.0,78,39115,0,0,Rent,15025,6/20/2015,Saturday,Local,0,0.0,13,Phone,1,9377.078912,5.0,Large,17533.92178,white,34239.80037,0
318,42,M,1.0,68,37396,1,0,Rent,50049,2/16/2015,Monday,Local,0,1.0,18,Phone,1,3700.992762,4.0,Large,20741.47556,silver,19783.63625,0
319,41,M,1.0,97,37153,1,0,Rent,80042,3/20/2016,Sunday,Local,1,0.0,66,Broker,1,5872.930604,5.0,Medium,7670.645222,black,13662.0731,0
320,31,M,0.0,90,34368,1,1,Own,80106,4/22/2015,Wednesday,Parking Lot,0,0.0,27,Phone,1,2903.146347,4.0,Large,9707.979287999999,other,24129.625030000003,0
323,60,F,0.0,50,40940,1,1,Own,85041,2/23/2015,Monday,Parking Lot,0,0.0,98,Broker,1,8477.042806,7.0,Compact,37057.18632,gray,18636.53538,0
325,69,M,1.0,87,42353,1,1,Rent,50037,3/25/2015,Wednesday,Local,4,1.0,1,Phone,1,2304.3481690000003,7.0,Large,17320.945330000002,red,44540.60298,0
326,45,F,1.0,61,38061,1,0,Own,20120,9/3/2015,Thursday,Local,0,0.0,21,Broker,0,2873.264289,2.0,Medium,32035.79795,red,23298.46973,0
328,22,M,0.0,66,30916,1,1,Own,15034,11/13/2016,Sunday,Local,0,0.0,49,Online,0,2874.871596,4.0,Compact,15005.98125,blue,34604.310880000005,0
329,45,M,1.0,70,38058,0,1,Own,20148,11/13/2015,Friday,Local,0,0.0,94,Online,0,2625.402703,6.0,Medium,19151.31085,white,17517.88542,1
330,48,F,1.0,85,38733,0,1,Own,80030,12/17/2016,Saturday,Local,0,0.0,60,Broker,0,6727.282243000001,4.0,Compact,29942.33231,black,4123.605432,0
331,56,F,0.0,75,40265,0,1,Rent,50005,12/24/2016,Saturday,Parking Lot,2,1.0,26,Phone,1,6255.901065999999,5.0,Large,29187.56163,blue,26423.28171,0
333,57,M,1.0,85,40427,1,0,Own,50039,1/3/2016,Sunday,Local,1,1.0,43,Broker,1,11038.533000000001,6.0,Compact,15279.998080000001,silver,13762.47316,0
334,51,M,1.0,46,39317,1,1,Rent,20105,6/6/2015,Saturday,Local,0,0.0,11,Phone,1,4020.4707229999995,7.0,Compact,39461.92342,white,26195.94284,0
342,37,F,1.0,62,36086,1,1,Rent,85051,2/22/2016,Monday,Parking Lot,0,0.0,54,Phone,1,3720.846981,5.0,Large,44218.70562,red,43448.30768,0
348,81,F,1.0,97,43949,1,0,Own,15035,2/19/2015,Thursday,Highway,1,1.0,34,Phone,1,4031.356424,1.0,Large,7717.54312,silver,36891.96211,0
352,52,M,1.0,43,39515,1,1,Rent,50025,6/11/2016,Saturday,Local,0,0.0,29,Broker,0,5999.351178,6.0,Large,12589.82083,gray,42945.158610000006,0
353,31,M,1.0,81,34336,1,1,Own,80020,2/22/2015,Sunday,Local,1,0.0,7,Phone,0,2888.991105,6.0,Compact,22259.49378,black,19676.474280000002,0
354,40,F,0.0,58,36885,1,1,Own,80108,2/16/2015,Monday,Local,2,0.0,49,Phone,0,4154.22536,6.0,Large,20337.08264,blue,20522.903309999998,0
356,24,F,1.0,79,31790,1,1,Rent,20159,4/30/2015,Thursday,Local,0,1.0,96,Broker,0,2411.2912760000004,5.0,Compact,22906.45549,black,11472.25229,0
357,47,F,0.0,86,38520,1,1,Rent,85036,9/25/2015,Friday,Local,0,0.0,32,Broker,0,6557.4940670000005,8.0,Medium,26407.55012,white,17885.92124,0
358,28,M,1.0,83,33324,0,1,Rent,80034,2/4/2015,Wednesday,Local,1,1.0,0,Phone,0,6430.201863,5.0,Medium,14841.29942,white,29566.814960000003,0
359,39,M,1.0,82,36648,0,0,Own,15005,2/6/2016,Saturday,Highway,0,1.0,83,Broker,0,4661.986073,4.0,Large,10229.45913,gray,11507.70256,0
360,56,F,1.0,39,40260,1,0,Rent,80022,3/23/2015,Monday,Local,0,0.0,93,Phone,1,7002.941847,3.0,Large,47372.82456,white,11531.11232,0
366,57,F,1.0,57,40438,1,1,Rent,15021,3/3/2015,Tuesday,Local,2,0.0,28,Broker,1,7741.1474450000005,10.0,Compact,3653.346777,red,39775.37855,0
367,40,F,1.0,90,36879,1,0,Rent,85043,11/13/2016,Sunday,Local,0,0.0,1,Phone,1,2488.423362,6.0,Compact,31112.459010000002,white,19749.68463,0
368,32,M,1.0,87,34666,0,0,Rent,15025,12/5/2015,Saturday,Highway,0,0.0,88,Phone,1,7866.293070999999,6.0,Large,25781.75967,silver,20545.81341,1
371,46,M,1.0,94,38282,1,1,Own,80006,9/2/2016,Friday,Local,0,0.0,95,Broker,0,5636.253953,0.0,Compact,31302.5092,white,18891.66244,0
373,64,F,1.0,47,41619,1,0,Rent,50021,5/13/2015,Wednesday,Local,1,0.0,3,Broker,1,4495.425102,4.0,Medium,20169.590819999998,other,13035.045559999999,0
374,53,F,1.0,91,39698,1,0,Own,20111,6/30/2016,Thursday,Highway,0,1.0,0,Phone,1,7912.431769,12.0,Large,26060.69831,gray,7681.782620999999,1
375,24,M,0.0,82,31794,1,1,Own,20136,1/15/2015,Thursday,Local,0,0.0,70,Online,0,5002.308167,7.0,Medium,34063.38967,white,5959.717,0
380,44,F,1.0,55,37818,1,1,Own,85021,4/9/2016,Saturday,Local,1,1.0,100,Broker,0,7253.351656,2.0,Compact,23325.3069,white,21751.78161,0
382,28,F,1.0,65,33323,1,1,Own,85023,10/10/2016,Monday,Local,1,0.0,30,Online,0,6665.327357,5.0,Medium,15717.175490000001,other,19150.89565,0
383,48,F,1.0,84,38702,0,0,Own,80006,11/24/2016,Thursday,Local,2,0.0,32,Phone,1,2906.716735,6.0,Large,32770.2704,white,22681.64401,0
384,42,F,1.0,89,37390,1,0,Rent,50003,10/15/2016,Saturday,Local,2,0.0,4,Broker,1,709.1622462,2.0,Compact,32152.7755,blue,16523.51172,1
385,30,F,1.0,79,34008,0,1,Own,15027,2/26/2015,Thursday,Local,0,0.0,9,Phone,1,3274.859128,7.0,Compact,13497.43505,red,14164.55744,0
386,45,F,1.0,81,38064,0,1,Own,15010,6/14/2016,Tuesday,Local,1,0.0,32,Phone,0,8739.198226,6.0,Large,16008.94941,gray,18934.70956,1
389,45,F,1.0,76,38069,0,1,Own,80035,12/21/2016,Wednesday,Parking Lot,0,0.0,6,Phone,1,7190.2744920000005,4.0,Compact,5220.140982,gray,13112.10223,0
390,34,F,0.0,94,35269,1,1,Own,50047,10/3/2016,Monday,Parking Lot,0,0.0,97,Phone,0,2875.157011,6.0,Large,24537.84474,other,22775.87171,0
391,61,F,1.0,87,41108,1,1,Own,80001,3/31/2015,Tuesday,Local,0,0.0,31,Broker,1,2945.793014,3.0,Large,11105.07751,gray,21027.787780000002,0
392,45,F,0.0,71,38083,1,0,Own,20152,2/19/2016,Friday,Parking Lot,0,0.0,99,Broker,1,6122.209089,9.0,Compact,8363.01158,red,13287.522579999999,0
393,43,M,1.0,85,37610,1,0,Own,20106,12/3/2016,Saturday,Local,0,1.0,84,Broker,1,5980.517766,3.0,Medium,21331.545680000003,blue,17222.63541,0
395,68,F,1.0,87,42195,0,0,Rent,15009,5/23/2015,Saturday,Local,0,0.0,1,Broker,1,1088.767839,8.0,Compact,15082.26734,gray,24121.166230000003,0
397,44,M,1.0,83,37848,1,1,Own,80021,4/9/2016,Saturday,Local,0,1.0,49,Broker,1,5343.262499,5.0,Medium,23952.5686,silver,17268.68685,0
398,66,M,1.0,92,41886,0,1,Own,20119,5/4/2015,Monday,Parking Lot,0,0.0,43,Phone,1,6115.705592,5.0,Compact,7083.033305,blue,19526.87196,0
400,32,M,0.0,63,34642,1,1,Rent,50021,4/20/2015,Monday,Highway,0,1.0,2,Online,0,8499.51528,4.0,Medium,19182.97379,black,22027.02622,0
401,29,M,1.0,87,33661,1,1,Own,50052,10/2/2015,Friday,Highway,2,0.0,54,Online,1,4089.1288990000003,6.0,Large,15652.290530000002,blue,47458.81458,1
405,32,M,1.0,75,34688,0,1,Rent,80005,1/23/2016,Saturday,Local,0,0.0,98,Broker,0,7216.110723000001,6.0,Large,7966.2050739999995,black,51247.05337,0
406,45,M,0.0,84,38061,1,0,Rent,15015,5/18/2015,Monday,Parking Lot,0,0.0,2,Broker,1,4181.655995,6.0,Medium,54298.40211,other,10571.48677,0
407,38,F,0.0,69,36376,1,0,Rent,80021,3/15/2016,Tuesday,Local,1,0.0,4,Phone,0,7692.734957,9.0,Medium,24844.29095,white,24274.71473,1
409,46,M,1.0,69,38285,1,0,Rent,80106,12/10/2016,Saturday,Parking Lot,1,0.0,66,Broker,1,5619.795308,3.0,Medium,32568.34119,silver,10131.11125,0
417,36,M,1.0,79,35844,0,1,Own,15046,7/21/2016,Thursday,Local,0,0.0,4,Phone,1,4526.090679,8.0,Large,12466.357179999999,gray,17238.58679,0
418,55,M,1.0,54,40071,1,0,Own,85040,2/18/2016,Thursday,Highway,0,1.0,48,Online,0,4795.061916,3.0,Compact,18929.16505,blue,12500.15186,0
419,23,M,1.0,62,31365,1,1,Rent,80030,8/2/2015,Sunday,Local,0,0.0,69,Online,1,9985.275233,1.0,Large,31057.15689,gray,8576.747176,0
420,24,F,1.0,89,31762,0,0,Rent,50027,8/16/2016,Tuesday,Highway,1,1.0,50,Broker,1,5160.8257969999995,6.0,Medium,29396.07513,blue,26830.41098,1
421,40,M,1.0,90,36888,0,0,Rent,80005,5/5/2016,Thursday,Highway,0,0.0,56,Broker,1,3021.516099,3.0,Compact,25065.033040000002,other,12331.58424,1
422,39,F,1.0,57,36648,1,0,Own,85062,6/27/2015,Saturday,Local,1,0.0,100,Broker,0,4832.771952,5.0,Compact,38146.46975,gray,24354.482369999998,0
425,37,F,1.0,74,36115,0,1,Own,85077,9/1/2015,Tuesday,Local,0,1.0,86,Broker,1,4380.4379340000005,3.0,Compact,10098.39187,silver,53220.01686,0
426,53,M,1.0,30,39711,1,0,Own,80025,9/9/2015,Wednesday,Local,0,0.0,2,Broker,1,6313.711244,3.0,Large,36835.408339999994,gray,17628.6778,0
427,38,M,1.0,90,36361,0,0,Own,80109,2/15/2015,Sunday,Parking Lot,0,0.0,38,Broker,1,2635.4770329999997,7.0,Medium,10654.08813,silver,9220.558254000001,0
429,55,F,1.0,78,40078,1,0,Rent,20103,9/23/2016,Friday,Parking Lot,0,0.0,75,Phone,0,7009.193073,6.0,Compact,17279.39483,other,19206.83149,0
430,35,F,1.0,86,35552,0,0,Rent,50047,12/8/2015,Tuesday,Local,0,1.0,81,Phone,0,5442.882053,7.0,Medium,13151.10635,blue,45910.54886,0
431,68,F,1.0,71,42185,1,0,Rent,85003,6/2/2015,Tuesday,Parking Lot,1,0.0,1,Phone,1,3803.3229460000002,4.0,Medium,61841.846679999995,blue,12126.53276,0
432,36,F,0.0,57,35826,1,0,Own,15035,9/28/2016,Wednesday,Local,0,0.0,99,Phone,1,2543.832579,4.0,Large,16210.84249,blue,40394.876469999996,1
434,19,F,0.0,83,29447,1,1,Rent,15004,6/9/2016,Thursday,Local,0,0.0,15,Online,1,1647.210648,6.0,Medium,40025.7011,red,29630.23893,1
436,45,M,1.0,41,38050,1,1,Own,15037,2/22/2015,Sunday,Parking Lot,0,0.0,63,Phone,0,3806.590825,3.0,Large,33905.0327,blue,17548.05432,0
437,60,M,1.0,6,40964,1,1,Rent,20137,7/10/2015,Friday,Highway,1,0.0,100,Broker,1,4203.554068,4.0,Large,17407.56786,red,17622.273080000003,0
438,34,F,1.0,71,35254,1,1,Own,85025,10/4/2015,Sunday,Parking Lot,0,0.0,40,Phone,1,6489.985738,2.0,Large,22979.36526,blue,33184.700789999995,0
439,41,F,1.0,61,37138,1,1,Rent,20109,12/16/2015,Wednesday,Highway,2,1.0,64,Broker,1,2840.661727,5.0,Large,36995.43472,red,41954.18384,1
441,42,M,1.0,67,37381,1,0,Own,50012,5/4/2015,Monday,Local,0,0.0,69,Broker,0,4909.38375,5.0,Medium,11289.81842,red,27367.86853,0
442,35,M,1.0,70,35542,1,1,Own,15001,6/26/2015,Friday,Local,4,0.0,4,Online,1,6087.885932,6.0,Compact,16978.84274,other,11305.44409,0
443,38,M,1.0,64,36377,0,0,Own,50057,7/18/2015,Saturday,Highway,0,0.0,93,Broker,1,8606.239963,6.0,Compact,26275.67868,red,39447.40423,0
445,42,F,0.0,85,37392,1,1,Rent,15025,11/28/2016,Monday,Highway,0,0.0,27,Phone,0,6128.578578000001,7.0,Compact,21272.91781,blue,12848.87567,0
448,39,M,1.0,71,36632,1,1,Own,80108,8/16/2016,Tuesday,Local,0,0.0,61,Broker,1,9094.699020999999,4.0,Large,16736.2884,black,40283.32704,1
449,67,F,0.0,97,42050,1,0,Own,20109,12/17/2016,Saturday,Local,0,0.0,100,Phone,1,6426.094382,6.0,Compact,18732.66793,silver,30443.305160000004,0
450,48,M,1.0,52,38710,1,0,Own,15033,9/30/2015,Wednesday,Local,0,0.0,99,Broker,1,1833.55233,8.0,Compact,24924.8787,blue,35272.8554,0
451,35,F,1.0,82,35550,1,1,Own,80102,10/21/2016,Friday,Local,0,1.0,5,Broker,0,3198.0860190000003,6.0,Large,13852.716,red,27786.32848,0
452,45,M,1.0,70,38073,1,1,Own,80010,7/18/2016,Monday,Local,0,0.0,74,Phone,1,7741.313037999999,4.0,Compact,19711.04706,red,26797.952,0
453,69,M,1.0,83,42360,1,1,Rent,85029,3/19/2015,Thursday,Local,0,1.0,99,Broker,0,3122.481894,5.0,Compact,8983.421625,other,9473.028168,0
457,69,F,1.0,80,42346,1,1,Own,50049,10/28/2015,Wednesday,Parking Lot,0,0.0,35,Broker,0,4396.440697,5.0,Large,40923.37927,gray,47015.085,0
458,43,M,0.0,65,37613,1,1,Own,85078,8/21/2015,Friday,Local,2,0.0,28,Phone,1,5080.317983,8.0,Compact,34922.56558,white,7617.6227069999995,0
460,23,M,1.0,71,31358,1,0,Rent,80034,7/20/2015,Monday,Parking Lot,0,1.0,40,Online,0,12363.30575,3.0,Medium,18155.23287,other,33072.84186,0
461,31,M,1.0,65,34316,1,1,Own,50012,2/12/2016,Friday,Highway,0,0.0,2,Phone,0,3057.227559,5.0,Compact,19302.62877,gray,6809.657789,0
462,44,F,1.0,55,37864,1,0,Own,50029,6/12/2016,Sunday,Highway,0,1.0,65,Broker,1,6871.881431999999,6.0,Compact,22167.643969999997,red,32247.8612,0
464,44,M,0.0,89,37842,1,0,Rent,50025,8/5/2016,Friday,Parking Lot,0,0.0,2,Phone,0,4165.742653,2.0,Medium,16029.900780000002,white,15501.12536,0
467,60,M,1.0,79,40947,1,1,Rent,20143,3/13/2016,Sunday,Local,0,0.0,50,Phone,1,2449.730519,3.0,Compact,41494.02882,silver,45283.96188,0
469,44,M,0.0,49,37832,1,1,Own,15031,6/16/2015,Tuesday,Parking Lot,4,0.0,35,Broker,1,4266.276358,6.0,Medium,10074.262859999999,other,21551.03498,0
472,48,M,1.0,85,38712,0,0,Rent,80037,6/4/2016,Saturday,Parking Lot,1,0.0,100,Phone,0,5198.4766119999995,5.0,Compact,28576.28647,gray,45085.21909,0
473,33,M,0.0,45,34968,1,1,Own,15012,11/2/2015,Monday,Local,0,0.0,100,Online,1,3852.141446,9.0,Medium,47253.4469,silver,20198.86447,1
477,43,F,0.0,69,37587,0,0,Rent,20160,10/29/2016,Saturday,Local,0,1.0,1,Online,0,1581.799975,6.0,Large,33491.05703,gray,19598.74947,1
479,42,M,1.0,78,37355,1,1,Own,15031,11/14/2016,Monday,Parking Lot,1,0.0,91,Phone,1,3501.1573909999997,3.0,Medium,14760.217830000001,silver,19628.23619,0
481,57,F,1.0,76,40425,1,1,Rent,15025,1/7/2016,Thursday,Local,0,0.0,43,Phone,1,2965.590581,6.0,Large,17078.85859,red,14622.72582,0
483,52,M,0.0,66,39518,1,1,Own,85008,1/31/2016,Sunday,Highway,1,0.0,4,Broker,0,4845.925209,9.0,Compact,36678.290239999995,red,26600.88895,0
484,36,F,1.0,82,35837,1,1,Rent,80004,10/22/2015,Thursday,Local,1,1.0,0,Broker,1,4197.737553,3.0,Medium,24448.112540000002,other,28646.15303,0
486,36,F,0.0,84,35824,0,0,Own,15037,9/10/2015,Thursday,Parking Lot,0,0.0,54,Broker,1,4079.552892,10.0,Medium,18294.42634,other,12713.1723,0
488,30,F,1.0,88,34025,1,0,Own,20107,8/3/2016,Wednesday,Parking Lot,0,0.0,20,Broker,0,6984.606464,4.0,Compact,25337.17059,other,26524.959890000002,0
489,33,M,1.0,91,34972,1,1,Rent,20104,9/21/2016,Wednesday,Highway,0,0.0,17,Broker,1,2362.931457,2.0,Compact,19649.53817,black,30262.15239,0
491,44,F,1.0,67,37834,1,1,Rent,85029,1/22/2015,Thursday,Local,0,0.0,38,Broker,0,4049.738803,5.0,Medium,25729.90059,silver,16807.40105,0
492,47,M,1.0,75,38493,0,0,Own,20103,3/2/2015,Monday,Local,0,1.0,76,Phone,0,3355.944706,7.0,Medium,9713.598103,black,12937.85467,0
493,47,M,1.0,72,38500,0,1,Rent,80047,5/16/2016,Monday,Highway,0,0.0,99,Broker,1,8208.442122,5.0,Large,32242.340480000003,white,17884.7888,0
494,44,F,0.0,69,37822,0,0,Rent,20110,5/22/2015,Friday,Local,0,0.0,3,Phone,1,7113.902943000001,5.0,Medium,27508.44427,blue,24761.15469,0
495,38,F,1.0,90,36365,1,0,Rent,80038,1/11/2015,Sunday,Parking Lot,2,0.0,17,Broker,1,3263.618813,3.0,Compact,13347.05127,white,17599.192,0
500,43,M,0.0,91,37614,1,1,Own,20134,12/21/2016,Wednesday,Local,0,1.0,62,Broker,1,5102.644577,2.0,Compact,22203.269080000002,red,16317.239609999999,0
504,52,F,0.0,62,39513,0,1,Rent,85015,1/3/2016,Sunday,Local,1,1.0,34,Phone,0,5277.762651,7.0,Medium,21129.27156,black,19480.72126,0
505,52,F,1.0,74,39525,1,1,Own,50039,3/15/2016,Tuesday,Local,0,0.0,2,Online,1,5582.474435,2.0,Medium,20423.867309999998,gray,27355.486,0
507,40,F,0.0,64,36896,1,1,Rent,50007,1/10/2016,Sunday,Local,0,0.0,48,Online,0,10336.28519,6.0,Compact,25496.54374,other,15714.24196,0
508,44,F,1.0,87,37844,1,0,Rent,50049,2/26/2016,Friday,Parking Lot,0,0.0,92,Online,1,2851.794234,4.0,Compact,7967.723945999999,black,29539.42834,1
509,42,F,1.0,76,37366,1,1,Own,80004,3/5/2015,Thursday,Local,0,1.0,58,Broker,1,3460.0087280000002,7.0,Medium,22429.9292,other,26554.197940000002,0
511,48,F,1.0,93,38706,1,1,Own,85022,10/14/2015,Wednesday,Parking Lot,0,0.0,87,Phone,1,3913.179688,5.0,Medium,18547.68674,gray,10640.405429999999,0
512,44,M,1.0,79,37850,1,1,Own,20137,11/4/2016,Friday,Local,0,0.0,56,Broker,1,1583.482411,3.0,Compact,11882.716779999999,other,18823.27075,0
513,46,F,1.0,86,38281,1,1,Rent,80012,12/18/2016,Sunday,Local,0,0.0,52,Broker,0,3020.9966670000003,5.0,Medium,29887.2084,black,32756.71029,0
514,34,M,1.0,65,35258,1,1,Own,20103,11/14/2015,Saturday,Local,0,0.0,8,Broker,1,9562.860595999999,4.0,Medium,35043.47396,silver,15617.67519,0
518,36,F,0.0,46,35837,1,1,Own,85069,2/9/2016,Tuesday,Parking Lot,0,0.0,82,Broker,1,4935.29914,4.0,Compact,20956.86029,other,32226.009639999997,0
519,33,M,1.0,85,34970,1,0,Rent,50009,4/30/2016,Saturday,Local,0,0.0,5,Broker,0,6269.976468,6.0,Compact,17988.79129,silver,30528.79657,0
520,49,F,1.0,58,38939,0,0,Own,20146,6/13/2015,Saturday,Local,0,1.0,96,Phone,0,4362.004011,6.0,Compact,24530.64043,red,28258.95898,0
522,44,F,1.0,52,37834,1,1,Own,50013,9/9/2016,Friday,Highway,0,1.0,5,Broker,0,5262.888948,4.0,Large,19579.42305,black,58449.75532999999,0
523,36,F,0.0,82,35821,1,0,Rent,50029,11/26/2015,Thursday,Parking Lot,0,0.0,93,Broker,1,4200.554653,1.0,Large,27359.171580000002,red,15664.38251,1
526,36,M,1.0,90,35837,1,0,Own,80030,10/24/2015,Saturday,Local,0,0.0,97,Broker,1,4333.553911,5.0,Compact,21496.18529,blue,40582.97839,0
527,45,F,1.0,86,38066,1,0,Own,85007,5/22/2016,Sunday,Highway,1,1.0,18,Phone,0,2325.1414839999998,5.0,Compact,24160.474290000002,blue,25652.09417,0
528,62,F,1.0,87,41285,1,1,Rent,50006,2/12/2015,Thursday,Parking Lot,0,0.0,89,Broker,0,2332.229977,4.0,Large,22321.54863,white,12599.57933,0
529,43,M,1.0,41,37625,1,0,Own,50001,3/16/2015,Monday,Local,0,1.0,1,Broker,0,1000.6931279999999,6.0,Medium,9098.861165999999,silver,9463.905492,0
